Restaurant Name,Cuisine,Rating,Number of Ratings,Average Price,Number of Offers,Offer Name,Area,Pure Veg,Location
Firangi Bake,"Pizzas, Pastas",4.4,,400,2,"Free Coca-Cola Bottle (475 ML)
NO CODE REQUIREDABOVE ₹499, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Hazratganj,No,Lucknow
Oven Story Pizza - Standout Toppings,"Pizzas, Pastas",4.3,,400,5,"FLAT DEAL
FLAT ₹125 OFF
USE 125FORYOUABOVE ₹199, Free Coca-Cola Bottle (475 ML)
NO CODE REQUIREDABOVE ₹699, FLAT DEAL
FLAT ₹150 OFF
USE FLAT150ABOVE ₹399, FLAT DEAL
FLAT 10% OFF
USE PARTYABOVE ₹1000, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Hazratganj,No,Lucknow
Beyond Temptation,Pizzas,3.1,,200,2,"FLAT 30% OFF
USE TRYNEWABOVE ₹149, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Alambagh,Yes,Lucknow
Mr Delight 24,"Pizzas, Burgers",4.5,,100,3,"40% OFF UPTO ₹80
USE TRYNEWABOVE ₹179, FLAT DEAL
FLAT 20% OFF
USE PARTYABOVE ₹800, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Ashiyana,Yes,Lucknow
Pizza Mania,"Pizzas, Burgers",4.1,,200,1,"FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Chowk,No,Lucknow
Oven Smoked Pizza,"Pizzas, Pastas",4.3,,200,2,"FLAT 50% OFF
NO CODE REQUIRED, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Aishbagh,Yes,Lucknow
The Pizza Home,Pizzas,4.4,,198,1,"FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Aminabad,Yes,Lucknow
Roll And Roll,"Fast Food, Pizzas",2.8,,100,1,"FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Alambagh,Yes,Lucknow
New Home Pizza,"Pizzas, American",2.7,,100,2,"15% OFF UPTO ₹45
USE TRYNEWABOVE ₹149, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Sadar Bazar,No,Lucknow
Pizza Casino,Pizzas,3.5,,200,2,"FLAT DEAL
FLAT ₹125 OFF
USE FLATDEALABOVE ₹349, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Rajajipuram,Yes,Lucknow
Munch - Made With Love,Pizzas,4.8,,200,1,"FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Aishbagh,Yes,Lucknow
Al-Baik,"Chinese, Pizzas",4.2,,400,1,"FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Ashiyana,No,Lucknow
Bonita Bakehouse & Cafe,"Pizzas, Pastas",4.2,,500,3,"FLAT DEAL
FLAT 15% OFF
USE PARTYABOVE ₹1600, SAVE BIG
20% OFF UPTO ₹100
USE JUMBOABOVE ₹450, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Hazratganj,No,Lucknow
Home Sweet Home,Pizzas,4.2,,200,1,"FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Hazratganj,No,Lucknow
Cafe Arzoo Pizza And Burger,"Pizzas, Fast Food",4.4,,200,1,"FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Kaiserbagh,No,Lucknow
Spicy Bite (Tulsi Complex),"Chinese, Pizzas",4.4,,300,4,"FLAT DEAL
FLAT ₹125 OFF
USE FLASHDEALABOVE ₹199, 40% OFF UPTO ₹80
USE TRYNEWABOVE ₹149, FLAT DEAL
FLAT 15% OFF
USE PARTYABOVE ₹900, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Hazratganj,No,Lucknow
Finger Lickers,"Pizzas, Burgers",3.7,,200,3,"20% OFF UPTO ₹50
USE TRYNEWABOVE ₹149, SAVE BIG
20% OFF UPTO ₹100
USE JUMBOABOVE ₹450, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Hazratganj,No,Lucknow
Vito'S Pizzeria,"Pizzas, Italian",4.3,,500,2,"20% OFF UPTO ₹50
USE TRYNEWABOVE ₹149, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Hazratganj,No,Lucknow
Pizza Talkies,"Pizzas, Snacks",4.3,,300,5,"50% OFF UPTO ₹100
USE TRYNEWABOVE ₹149, FLAT DEAL
FLAT 20% OFF
USE PARTYABOVE ₹700, FLAT DEAL
FLAT ₹250 OFF
USE FLATDEALABOVE ₹999, SAVE BIG
25% OFF UPTO ₹125
USE JUMBOABOVE ₹450, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Ashiyana,Yes,Lucknow
Mafaza Pizzalio Pizza,Pizzas,5.0,,558,2,"FLAT DEAL
FLAT ₹250 OFF
USE FLATDEALABOVE ₹999, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Hazratganj,No,Lucknow
The Pizza Dotcom,Pizzas,5.0,,250,3,"50% OFF UPTO ₹100
USE TRYNEWABOVE ₹159, FLAT DEAL
FLAT ₹150 OFF
USE FLATDEALABOVE ₹599, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Ashiyana,Yes,Lucknow
Mumbai Vada Pao And Kulhad Pizza,"Pizzas, Street Food",4.2,,200,1,"FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Ashiyana,Yes,Lucknow
Cikolatto,Pizzas,5.0,,250,1,"FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Rajajipuram,Yes,Lucknow
DFC,"Continental, Pizzas",4.1,,200,1,"FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Alambagh,No,Lucknow
The Oven,"Pizzas, Italian",4.0,,200,4,"FLAT DEAL
FLAT ₹125 OFF
USE FLATDEALABOVE ₹249, 60% OFF UPTO ₹120
USE TRYNEWABOVE ₹149, FLAT DEAL
FLAT 30% OFF
USE PARTYABOVE ₹600, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500","AZAD MOHAL, THANA SADAR CANTT",Yes,Lucknow
Pizza Italiano,"Pizzas, Snacks",4.3,,200,4,"FLAT DEAL
FLAT ₹125 OFF
USE FLASHDEALABOVE ₹249, 50% OFF UPTO ₹100
USE TRYNEWABOVE ₹149, FLAT DEAL
FLAT 50% OFF
USE PARTYABOVE ₹500, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Aashiana,Yes,Lucknow
Rominus Pizza And Burger,"Pizzas, Italian-American",4.4,,350,5,"60% OFF UPTO ₹120
USE TRYNEWABOVE ₹179, FLAT DEAL
FLAT ₹125 OFF
USE FLATDEALABOVE ₹299, FLAT DEAL
FLAT 25% OFF
USE PARTYABOVE ₹700, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500, FLAT DEAL
FLAT ₹150 OFF
USE DEALICIOUSABOVE ₹399",Hazratganj,No,Lucknow
Chicago Pizza,"Pizzas, Pastas",3.6,,350,4,"60% OFF UPTO ₹120
USE TRYNEWABOVE ₹179, FLAT DEAL
FLAT 20% OFF
USE PARTYABOVE ₹900, FLAT DEAL
FLAT ₹125 OFF
USE FLATDEALABOVE ₹749, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Aashiana,No,Lucknow
Go 69 Pizza,"Pizzas, Fast Food",4.1,,400,1,"FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Raibarelly Road,No,Lucknow
Da Pizza Hub,"Pizzas, Beverages",3.9,,350,1,"FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Rajajipuram,Yes,Lucknow
The Pizza House,"Pizzas, Fast Food",3.1,,300,1,"FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Chowk,Yes,Lucknow
Aad - The Cafe,"Pizzas, Fast Food",5.0,,300,1,"FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Hazratganj,Yes,Lucknow
Al-Baike,"Burgers, Pizzas",3.8,,230,1,"FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Chowk,No,Lucknow
Delicious 29 Pizza,"Pizzas, Italian",4.2,,249,1,"FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Adil Nagar Kalyanpur,No,Lucknow
Pizza Potter,Pizzas,4.2,,150,4,"60% OFF UPTO ₹120
USE TRYNEWABOVE ₹149, FLAT DEAL
FLAT ₹150 OFF
USE FLATDEALABOVE ₹349, FLAT DEAL
FLAT 25% OFF
USE PARTYABOVE ₹600, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Aliganj,Yes,Lucknow
Food Traffic,"Pizzas, Burgers",4.3,,150,3,"30% OFF UPTO ₹75
USE TRYNEWABOVE ₹149, FLAT DEAL
FLAT 20% OFF
USE PARTYABOVE ₹600, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Chowk,No,Lucknow
Suger Town,"Beverages, Pizzas",4.3,,300,1,"FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Ashiyana,Yes,Lucknow
Pizza Wow Pizza,"Pizzas, Italian-American",3.2,,300,1,"FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Chowk,Yes,Lucknow
Domino'S Pizza,Pizzas,4.3,,400,3,"FLAT DEAL
FLAT ₹150 OFF
USE WELCOMEDOM150ABOVE ₹299, FLAT DEAL
FLAT ₹100 OFF
USE FLAT100ABOVE ₹999, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Pritm Nagar,No,Ludhiana
The Table By Basant,"Thalis, Pizzas",4.4,,350,2,"FLAT 70% OFF
NO CODE REQUIRED, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Feroze Gandhi Market,Yes,Ludhiana
The Burger Company,"Burgers, Pizzas",4.1,,250,1,"FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Gurdev Nagar,No,Ludhiana
Captain Sam'S Pizza,"Pizzas, Italian",4.2,,300,0,,Sarabha Nagar,Yes,Ludhiana
Snakkers,"Burgers, Pizzas",4.2,,199,2,"20% OFF UPTO ₹50
USE TRYNEWABOVE ₹149, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Civil Lines,No,Ludhiana
Xero Degrees,"Pizzas, Burgers",4.1,,450,3,"FLAT DEAL
FLAT ₹100 OFF
USE FLATDEALABOVE ₹199, 30% OFF UPTO ₹75
USE TRYNEWABOVE ₹149, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Sarabha Nagar,No,Ludhiana
Olio - The Wood Fired Pizzeria,"Pizzas, Pastas",4.5,,300,5,"LUNCH
FLAT ₹125 OFF
USE LUNCHBINGEABOVE ₹249, 60% OFF UPTO ₹120
USE TRYNEWABOVE ₹179, FLAT DEAL
FLAT 10% OFF
USE PARTYABOVE ₹1000, FLAT DEAL
FLAT ₹150 OFF
USE FLAT150ABOVE ₹499, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Model Town,No,Ludhiana
Crusto'S - Cheese Burst Pizza,"Pizzas, Pastas",5.0,,300,0,,Model Town,No,Ludhiana
Pizza Hut,Pizzas,4.1,,350,2,"50% OFF UPTO ₹100
USE SWIGGYITABOVE ₹189, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Sarabha Nagar,No,Ludhiana
Fire House Pizza,"Pizzas, Pastas",4.3,,250,4,"Free Choco Lava
NO CODE REQUIREDABOVE ₹399, DEFAULT
FLAT ₹200 OFF
USE BUMPERDEALABOVE ₹449, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500, DEFAULT
FLAT ₹175 OFF
USE MEGASAVERABOVE ₹349",Pakhowal Road,No,Ludhiana
Oven Story Pizza - Standout Toppings,"Pizzas, Pastas",4.2,,400,3,"FLAT DEAL
FLAT ₹125 OFF
USE 125FORYOUABOVE ₹199, FLAT DEAL
FLAT ₹150 OFF
USE FLAT150ABOVE ₹399, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Sarabha Nagar,No,Ludhiana
The Pizza Time,"Pizzas, Beverages",4.3,,200,2,"FLAT 75% OFF
NO CODE REQUIRED, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Model Town,Yes,Ludhiana
Hungry Point,"Italian, Pizzas",4.3,,150,2,"DEFAULT
FLAT ₹125 OFF
USE SUPERSAVERABOVE ₹299, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Punjab Agricultural University,Yes,Ludhiana
Firangi Bake,"Pizzas, Pastas",4.0,,400,1,"FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Sarabha Nagar,No,Ludhiana
Rishav Food Point,"South Indian, Pizzas",4.0,,150,2,"FLAT 60% OFF
NO CODE REQUIRED, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Samrala Chowk,Yes,Ludhiana
Da Pizza Hub,Pizzas,4.7,,400,3,"FLAT DEAL
FLAT 10% OFF
USE PARTYABOVE ₹550, SAVE BIG
30% OFF UPTO ₹150
USE JUMBOABOVE ₹350, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Gill Road,Yes,Ludhiana
New New York Pizzeria(Ghumar Mandi),Pizzas,4.2,,200,5,"DEFAULT
FLAT ₹125 OFF
USE SUPERSAVERABOVE ₹249, 50% OFF UPTO ₹100
USE TRYNEWABOVE ₹149, FLAT DEAL
FLAT ₹150 OFF
USE SAVERDEALABOVE ₹299, FLAT DEAL
FLAT ₹200 OFF
USE FLATDEALABOVE ₹899, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Civil Lines,No,Ludhiana
Snacks Bar,"Chinese, Pizzas",4.3,,300,2,"FLAT 40% OFF
NO CODE REQUIRED, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Chaura Bazar,Yes,Ludhiana
Boston & Co.,"Pizzas, Burgers",4.2,,500,2,"40% OFF UPTO ₹80
USE TRYNEWABOVE ₹149, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",South City,No,Ludhiana
Suresh Pizza Wala (Model Town),"Pizzas, Indian",4.3,,200,1,"FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Shastri Nagar,Yes,Ludhiana
The Pizza House,Pizzas,3.8,,250,3,"60% OFF UPTO ₹120
USE TRYNEWABOVE ₹149, FLAT DEAL
FLAT ₹125 OFF
USE FLATDEALABOVE ₹999, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Pakhowal Road,No,Ludhiana
Big Yellow Door,"North Indian, Pizzas",4.4,,500,5,"DEFAULT
FLAT ₹125 OFF
USE SUPERSAVERABOVE ₹249, DEAL OF DAY
50% OFF UPTO ₹100
USE STEALDEALABOVE ₹149, FLAT DEAL
FLAT ₹150 OFF
USE FLATDEALABOVE ₹499, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500, DEFAULT
FLAT ₹175 OFF
USE MEGASAVERABOVE ₹599",Sarabha Nagar,No,Ludhiana
Chacha Wow Pizza,Pizzas,4.4,,199,2,"FLAT 70% OFF
NO CODE REQUIRED, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Model Town,Yes,Ludhiana
Buns N Pies,"Burgers, Pizzas",4.5,,400,2,"50% OFF UPTO ₹100
USE TRYNEWABOVE ₹149, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Model Town,Yes,Ludhiana
PizzaExpress,"Pizzas, Fast Food",3.5,,150,2,"50% OFF UPTO ₹100
USE TRYNEWABOVE ₹149, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Guru Arjan Dev Nagar,Yes,Ludhiana
Black Beans Cafe,"Pizzas, Beverages",4.0,,200,1,"FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Chaura Bazar,Yes,Ludhiana
Choice Foods,"Chinese, Pizzas",4.1,,200,2,"FLAT 60% OFF
NO CODE REQUIRED, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Gill Road,No,Ludhiana
Hello Food,"Pizzas, Burgers",4.1,,150,2,"FLAT DEAL
FLAT ₹200 OFF
USE FLATDEALABOVE ₹899, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Model Town,Yes,Ludhiana
Pizza Cafe,"Pizzas, Snacks",3.9,,200,4,"FLAT DEAL
FLAT ₹150 OFF
USE SAVERDEALABOVE ₹249, DEFAULT
FLAT ₹200 OFF
USE BUMPERDEALABOVE ₹449, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500, DEFAULT
FLAT ₹175 OFF
USE MEGASAVERABOVE ₹349",Duggri,No,Ludhiana
New York Pizza,"Pizzas, Beverages",4.2,,300,2,"60% OFF UPTO ₹120
USE TRYNEWABOVE ₹149, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Chaura Bazar,No,Ludhiana
Hot And Fresh Canadian Pizza (Kipps Market),"Pizzas, Beverages",4.4,,350,3,"FLAT DEAL
FLAT ₹200 OFF
USE FLATDEALABOVE ₹999, SAVE BIG
30% OFF UPTO ₹150
USE JUMBOABOVE ₹500, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Sarabha Nagar,Yes,Ludhiana
Scrummys Cafe,"Continental, Pizzas",4.7,,400,2,"FLAT DEAL
FLAT ₹125 OFF
USE FLATDEALABOVE ₹499, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Sarabha Nagar,Yes,Ludhiana
Previty Pizzeria & Bun House,"Pizzas, Italian",4.2,,200,3,"60% OFF UPTO ₹120
USE TRYNEWABOVE ₹149, DEFAULT
FLAT ₹175 OFF
USE MEGASAVERABOVE ₹649, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Sector 32,No,Ludhiana
Just Burgers,"Burgers, Pizzas",4.1,,200,5,"DEFAULT
FLAT ₹125 OFF
USE SUPERSAVERABOVE ₹249, 60% OFF UPTO ₹120
USE TRYNEWABOVE ₹149, DEFAULT
FLAT ₹175 OFF
USE MEGASAVERABOVE ₹349, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500, FLAT DEAL
FLAT ₹150 OFF
USE SAVERDEALABOVE ₹299",Haibowal Kalan,No,Ludhiana
Pizza Place,"Pizzas, Snacks",4.0,,250,4,"DEFAULT
FLAT ₹200 OFF
USE BUMPERDEALABOVE ₹449, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500, DEFAULT
FLAT ₹175 OFF
USE MEGASAVERABOVE ₹349, FLAT DEAL
FLAT ₹150 OFF
USE SAVERDEALABOVE ₹299",Duggri,No,Ludhiana
The Urban Bru,"Pizzas, Beverages",4.3,,200,1,"FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Sector 32,No,Ludhiana
The Urban Bru,"Pizzas, Beverages",4.3,,200,1,"FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Sector 32,No,Ludhiana
Cozy Cafe,"Tandoor, Pizzas",4.4,,300,2,"DEAL OF DAY
20% OFF UPTO ₹50
USE STEALDEALABOVE ₹149, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Gurdev Nagar,No,Ludhiana
Pizza Heaven,"Pizzas, Fast Food",3.8,,250,1,"FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Sector 32,Yes,Ludhiana
Burger Bites,"Burgers, Pizzas",4.6,,150,2,"60% OFF UPTO ₹120
USE TRYNEWABOVE ₹149, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Sector 32,No,Ludhiana
Chacha Wow Fast Food,"Pizzas, Burgers",4.3,,149,2,"20% OFF UPTO ₹50
USE TRYNEWABOVE ₹149, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Model Town,Yes,Ludhiana
The Kings Pizza,Pizzas,3.5,,200,2,"50% OFF UPTO ₹100
USE TRYNEWABOVE ₹149, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Model Town,No,Ludhiana
Hong Kong Ii Restaurant,"Chinese, Pizzas",4.1,,200,2,"DEFAULT
FLAT ₹175 OFF
USE MEGASAVERABOVE ₹449, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Sarabha Nagar,No,Ludhiana
Rolls And Rolls,"North Indian, Pizzas",3.9,,150,1,"FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Punjab Agricultural University,Yes,Ludhiana
The New Shop 24 Hours,"Burgers, Pizzas",4.3,,250,1,"FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Model Town,No,Ludhiana
Crazy Grill,"Pizzas, Pastas",3.8,,200,5,"20% OFF UPTO ₹50
USE TRYNEWABOVE ₹149, FLAT DEAL
FLAT 40% OFF
USE PARTYABOVE ₹1500, FLAT DEAL
FLAT ₹250 OFF
USE FLATDEALABOVE ₹999, SAVE BIG
25% OFF UPTO ₹120
USE JUMBOABOVE ₹400, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Samrala Chowk,No,Ludhiana
Kings Food Garage,"Pizzas, Beverages",4.5,,200,2,"30% OFF UPTO ₹75
USE TRYNEWABOVE ₹149, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Ludhiana Junction,Yes,Ludhiana
Pizza By Jacks,"Pizzas, Burgers",4.2,,150,2,"Free Choco Lava
NO CODE REQUIREDABOVE ₹329, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Pakhowal Road,Yes,Ludhiana
The Food Hut,"Chinese, Pizzas",3.8,,200,3,"30% OFF UPTO ₹75
USE TRYNEWABOVE ₹149, FLAT DEAL
FLAT ₹100 OFF
USE FLATDEALABOVE ₹599, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Sector 32,No,Ludhiana
Maharajas Pizza,"Pizzas, Chinese",4.4,,280,2,"20% OFF UPTO ₹50
USE TRYNEWABOVE ₹149, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Sector 32,Yes,Ludhiana
Hello Food (Chaura Bazar),Pizzas,4.2,,250,1,"FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Hargobind Nagar,Yes,Ludhiana
Pizza Software By Chacha Wow,Pizzas,4.6,,199,1,"FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Model Town,Yes,Ludhiana
Gulati Fast Food,"Beverages, Pizzas",3.8,,300,1,"FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Ludhiana Junction,Yes,Ludhiana
Goldy Juice Bar,"Juices, Pizzas",3.9,,100,1,"FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Sita Nagar,Yes,Ludhiana
Pizza Holic,"Pizzas, American",4.8,,400,1,"FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Civil Lines,Yes,Ludhiana
The Cheesy Place,Pizzas,4.3,,100,1,"FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Samrala Chowk,Yes,Ludhiana
Chicago Pizzeria,"Pizzas, Fast Food",4.3,,200,3,"50% OFF UPTO ₹100
USE TRYNEWABOVE ₹149, Free Item
NO CODE REQUIREDABOVE ₹298, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Samrala Chowk,No,Ludhiana
Da Pizza Point,Pizzas,3.8,,200,1,"FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Giaspura,Yes,Ludhiana
Food Drive,"Pizzas, Fast Food",4.5,,200,2,"FLAT 60% OFF
NO CODE REQUIRED, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Duggri,Yes,Ludhiana
Abbott'S Cafe N Bistro,"Pizzas, Pastas",4.6,,200,1,"FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Model Town,No,Ludhiana
Pizza Chezza,"Pizzas, Pastas",4.3,,250,2,"FLAT 70% OFF
NO CODE REQUIRED, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Dugri,No,Ludhiana
Kwality House,"North Indian, Pizzas",4.1,,200,2,"40% OFF UPTO ₹80
USE TRYNEWABOVE ₹149, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Ludhiana Junction,Yes,Ludhiana
Back Benchers,"Pizzas, Pastas",4.2,,200,2,"SAVE BIG
20% OFF UPTO ₹100
USE JUMBOABOVE ₹400, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Civil Lines,No,Ludhiana
Endy Pizza,"Pizzas, North Indian",4.4,,250,1,"FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Gill Road,Yes,Ludhiana
The Food Lawyer'S Cafe,"Chinese, Pizzas",4.6,,250,3,"40% OFF UPTO ₹80
USE TRYNEWABOVE ₹149, FLAT DEAL
FLAT ₹125 OFF
USE FLATDEALABOVE ₹499, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Samrala Chowk,Yes,Ludhiana
Born For Food (Bff),"Pizzas, American",4.5,,200,1,"FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Ludhiana Junction,No,Ludhiana
Pizza Swag,"Pizzas, Continental",4.3,,300,2,"FLAT 60% OFF
NO CODE REQUIRED, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Duggri,Yes,Ludhiana
Kulhar Chai,"Pizzas, Beverages",3.8,,300,1,"FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Ram Nagar,Yes,Ludhiana
LA PIZZA EI HORNA,"Pizzas, Beverages",4.3,,300,2,"30% OFF UPTO ₹75
USE TRYNEWABOVE ₹149, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Haibowal Raod,No,Ludhiana
Hello Food (Gill Road),Pizzas,4.2,,250,1,"FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Industrial Area,Yes,Ludhiana
New American Pizzeria,"Pizzas, Fast Food",3.1,,200,3,"FLAT DEAL
FLAT 10% OFF
USE PARTYABOVE ₹550, SAVE BIG
30% OFF UPTO ₹150
USE JUMBOABOVE ₹350, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Punjab Agricultural University,Yes,Ludhiana
Stop And Taste Pizza,"Pizzas, Snacks",3.7,,300,1,"FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Samrala Chowk,Yes,Ludhiana
Spicy Punks,"Pizzas, Burgers",4.4,,500,1,"FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Jamalpur Colony,No,Ludhiana
Pizza Urban,Pizzas,5.0,,150,1,"FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Duggri,No,Ludhiana
Ludhiana Feast,"Fast Food, Pizzas",4.7,,200,2,"50% OFF UPTO ₹100
USE TRYNEWABOVE ₹149, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Pakhowal Road,Yes,Ludhiana
De Delicious Pizza,"Pizzas, Chinese",4.6,,300,1,"FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Model Town,Yes,Ludhiana
Godfather'S Pizza,"Pizzas, Snacks",3.3,,150,1,"FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Passi Nagar,No,Ludhiana
Tasty Slice'S,"Snacks, Pizzas",4.5,,250,1,"FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Sector 32,Yes,Ludhiana
Mithu Grilled,"Pizzas, Beverages",4.2,,300,1,"FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Model Town,Yes,Ludhiana
Lil Wood Burger & Snacks,"Rolls & Wraps, Pizzas",4.3,,150,2,"30% OFF UPTO ₹75
USE TRYNEWABOVE ₹149, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Sector 32,No,Ludhiana
Arun Food Mania,"Chinese, Pizzas",4.3,,150,1,"FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Sector 32,Yes,Ludhiana
Pizza King,"Pizzas, Snacks",4.0,,200,2,"FLAT 60% OFF
NO CODE REQUIRED, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Hargobind Nagar,No,Ludhiana
The Krisp Cafe,"Pizzas, Indian",4.4,,200,1,"FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Shastri Nagar,No,Ludhiana
